,Gene,Gene_name,Ensembl_ID,Shift_to_goal_end,Goal_end_vs_random_pval,Goal_end_FDR,N_Detections,Sig
1876,2502,SAMHD1,ENSG00000101347,0.00017804200095789774,0.8199158156217303,0.9699695264442186,7,0
5480,7658,ARHGAP24,ENSG00000138639,0.00017449632287025452,0.9438773246728311,0.9921168999622909,4,0
6820,9701,UCHL1,ENSG00000154277,0.00017368802800774575,0.9739477639656935,0.99706180745671,20,0
5835,8160,IFITM3,ENSG00000142089,0.00017272130074635358,0.7595947588299388,0.9574059178312136,71,0
9058,13341,PARP14,ENSG00000173193,0.00017181807197630405,0.9088195808178562,0.9893594140599417,20,0
1925,2573,TBL1X,ENSG00000101849,0.0001706744179777477,0.5977026758069496,0.9219150368478284,23,0
1227,1599,PIBF1,ENSG00000083535,0.0001701513926188151,0.9185916129650914,0.9910951760208503,3,0
3560,4864,TJP2,ENSG00000119139,0.0001701153814792633,0.9823056826432438,0.99706180745671,4,0
9115,13440,UQCRH,ENSG00000173660,0.00016918704258622947,0.9410163358165529,0.9921168999622909,54,0
3971,5450,PLCG1,ENSG00000124181,0.00016811490058898926,0.9610579427450063,0.9961873759744042,1,0
9268,13742,EIF1AD,ENSG00000175376,0.0001680565377076467,0.8611329908183613,0.9781976939051849,6,0
4945,6908,TUT4,ENSG00000134744,0.0001676836982369423,0.7801502466488575,0.96159986417574,23,0
3628,4947,TMEM214,ENSG00000119777,0.00016593048349022865,0.6201065778998247,0.9256140906214522,8,0
4406,6113,NGDN,ENSG00000129460,0.00016589760780334474,0.8305235605605457,0.9731300546573204,5,0
2518,3433,MICU1,ENSG00000107745,0.0001614271578463641,0.9072289316366533,0.9893594140599417,11,0
7873,11367,RAD21,ENSG00000164754,0.00016098842024803162,0.7843395946937155,0.9625291311981562,47,0
3598,4908,YLPM1,ENSG00000119596,0.00016084075387981202,0.9868033850592409,0.9975304269065853,9,0
7455,10714,USP1,ENSG00000162607,0.00015617437336755836,0.9184554589016659,0.9910951760208503,23,0
3534,4825,VAMP8,ENSG00000118640,0.00015593422576785088,0.9882990847824268,0.9978806471101681,20,0
5360,7490,CTDSPL2,ENSG00000137770,0.00015553103929216212,0.5604653897383339,0.9132014186375658,11,0
835,1080,MAOB,ENSG00000069535,0.0001549646258354187,0.8848310507788056,0.9830277646394604,4,0
4328,6003,PRKRIP1,ENSG00000128563,0.0001533687114715576,0.7134946421012873,0.9483817358712666,20,0
6705,9518,DDX4,ENSG00000152670,0.0001532435417175293,0.9626315783564706,0.9961873759744042,1,0
6426,9059,PARD3,ENSG00000148498,0.00015282170737490933,0.8480358902297827,0.9761807954620033,17,0
1184,1535,PKP1,ENSG00000081277,0.0001515979663683818,0.9253601839213726,0.9920616890065658,39,0
3869,5311,SLC25A16,ENSG00000122912,0.0001510190112250192,0.9678548562157278,0.9963206793396878,7,0
3273,4469,ID2,ENSG00000115738,0.00014354373727525982,0.7696263390216667,0.9577917365266736,35,0
1668,2218,XBP1,ENSG00000100219,0.00014162948355078697,0.9365318356756523,0.9921168999622909,30,0
9184,13583,ANKRD36C,ENSG00000174501,0.0001395841439565023,0.8368208968456282,0.9731717839512117,12,0
148,216,AASS,ENSG00000008311,0.00013934572537740073,0.8738069356983447,0.9810602230321046,6,0
11722,23941,NUDT3,ENSG00000272325,0.00013811513781547546,0.9401363428384176,0.9921168999622909,3,0
1545,2034,IKZF5,ENSG00000095574,0.00013799220323562622,0.9699975576693852,0.9969494924185539,2,0
2363,3218,CAV2,ENSG00000105971,0.00013780370354652405,0.7347761337392132,0.9542232394392026,40,0
9437,14090,TGIF1,ENSG00000177426,0.00013741674391846908,0.7869563936673859,0.9626053867645601,19,0
7716,11124,LRPAP1,ENSG00000163956,0.0001367118594975307,0.7658427320153732,0.957718864247738,29,0
